activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,323593,[],CHEMBL876064,Inhibitory concentration of compound against growth of human pancreatic carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCN1/C(=C/C=c2\s/c(=C\c3sc4ccccc4[n+]3CC)n(-c3ccccc3)c2=O)Sc2ccccc21.[I-],,,CHEMBL1130168,J. Med. Chem.,1997.0,,CHEMBL108063,,CHEMBL1179980,7.16,False,http://www.openphacts.org/units/Nanomolar,201432,=,1,True,=,,IC50,nM,,70.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.07
,323599,[],CHEMBL876064,Inhibitory concentration of compound against growth of human pancreatic carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)[O-].CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1CC,,,CHEMBL1130168,J. Med. Chem.,1997.0,,CHEMBL280643,,CHEMBL1179988,7.22,False,http://www.openphacts.org/units/Nanomolar,201444,=,1,True,=,,IC50,nM,,60.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.06
,325891,[],CHEMBL876064,Inhibitory concentration of compound against growth of human pancreatic carcinoma cells,F,,,BAO_0000190,BAO_0000219,cell-based format,CCn1c(=O)/c(=C2\Sc3ccccc3N2C)s/c1=C\c1sc2ccccc2[n+]1CC.[I-],,,CHEMBL1130168,J. Med. Chem.,1997.0,,CHEMBL108793,,CHEMBL1179988,7.3,False,http://www.openphacts.org/units/Nanomolar,201447,=,1,True,=,,IC50,nM,,50.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.05
,615736,[],CHEMBL714147,Inhibition of MiaPaCa2 cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,,,CHEMBL1136010,J. Med. Chem.,2002.0,,CHEMBL151546,,CHEMBL151546,6.58,False,http://www.openphacts.org/units/Nanomolar,291671,=,1,True,=,,IC50,nM,,260.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,nM,UO_0000065,,260.0
,703641,[],CHEMBL714148,Inhibition of MiaPaCa2 cell proliferation,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,,,CHEMBL1146824,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL325023,,CHEMBL325023,7.58,False,http://www.openphacts.org/units/Nanomolar,219904,=,1,True,=,,IC50,nM,,26.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,nM,UO_0000065,,26.0
,753237,[],CHEMBL714144,Inhibitory concentration of compound against growth of human Mia-Paca cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,CNc1ccccc1C(=O)NC(=O)Nc1ccc(Oc2ncc(Br)cn2)c(C)c1,,,CHEMBL1147559,Bioorg. Med. Chem. Lett.,2004.0,,CHEMBL70309,,CHEMBL70309,6.0,False,http://www.openphacts.org/units/Nanomolar,125170,=,1,True,=,,IC50,nM,,1000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,1.0
,785782,[],CHEMBL707873,In vitro antitumor activity against MiaPaCa-2 cell line extracted form pancreas adenocarcinoma,F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccn(C2OC(CO)[C@@H](O)[C@H]2NO)c(=O)n1,,,CHEMBL1130896,Bioorg. Med. Chem. Lett.,1998.0,,CHEMBL57158,,CHEMBL57158,5.4,False,http://www.openphacts.org/units/Nanomolar,97752,=,1,True,=,,IC50,nM,,4000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,4.0
,992640,[],CHEMBL714145,Inhibitory concentration against MIA PaCa pancreas cancer cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@](O)(CCl)[C@H]1Cc2ccc3oc4c(N5CC[C@H](N)C5)c(F)cc5c(=O)c(C(=O)O)cn(c3c2O1)c45,,,CHEMBL1145830,J. Med. Chem.,2003.0,,CHEMBL320647,,CHEMBL320647,7.4,False,http://www.openphacts.org/units/Nanomolar,187529,=,1,True,=,,IC50,nM,,40.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.04
,995140,[],CHEMBL714145,Inhibitory concentration against MIA PaCa pancreas cancer cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc2c(c3oc4c(O)cccc4c(=O)c13)C[C@H]([C@@]1(C)CO1)O2,,,CHEMBL1145830,J. Med. Chem.,2003.0,,CHEMBL369474,PSOROSPERMIN,CHEMBL369474,6.42,False,http://www.openphacts.org/units/Nanomolar,187530,=,1,True,=,,IC50,nM,,380.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.38
,998821,[],CHEMBL714145,Inhibitory concentration against MIA PaCa pancreas cancer cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,C[C@]1([C@H]2Cc3ccc4oc5c(N6CC[C@H](N)C6)c(F)cc6c(=O)c(C(=O)O)cn(c4c3O2)c56)CO1,,,CHEMBL1145830,J. Med. Chem.,2003.0,,CHEMBL101871,,CHEMBL101871,7.05,False,http://www.openphacts.org/units/Nanomolar,187531,=,1,True,=,,IC50,nM,,90.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.09
,1003687,[],CHEMBL714145,Inhibitory concentration against MIA PaCa pancreas cancer cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,N[C@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c5ccccc5oc2c34)C1,,,CHEMBL1145830,J. Med. Chem.,2003.0,,CHEMBL101299,,CHEMBL101299,6.38,False,http://www.openphacts.org/units/Nanomolar,187528,=,1,True,=,,IC50,nM,,420.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.42
,1074366,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCn1c(=O)c2sc3cc([N+](=O)[O-])ccc3c2c2ccccc21,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL137885,,CHEMBL137885,5.9,False,http://www.openphacts.org/units/Nanomolar,270510,=,1,True,=,,IC50,nM,,1250.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,1.25
,1077875,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc2c(c1)sc1c(=O)n(CCCN(C)C)c3ccccc3c12,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL336456,,CHEMBL336456,6.0,False,http://www.openphacts.org/units/Nanomolar,270508,=,1,True,=,,IC50,nM,,1000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,1.0
,1083658,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCn1c(=O)c2sc3cc(F)ccc3c2c2ccccc21,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL141746,,CHEMBL141746,5.6,False,http://www.openphacts.org/units/Nanomolar,270505,=,1,True,=,,IC50,nM,,2500.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,2.5
,1085858,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCN(C(=O)c1ccc2c(c1)sc1c(O)nc3ccccc3c12)c1ccccc1,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL138497,,CHEMBL138497,5.32,False,http://www.openphacts.org/units/Nanomolar,270512,=,1,True,=,,IC50,nM,,4790.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,4.79
,1086849,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)sc1c(=O)n(CCCN(C)C)c3ccccc3c12,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL138865,,CHEMBL138865,6.29,False,http://www.openphacts.org/units/Nanomolar,270509,=,1,True,=,,IC50,nM,,510.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.51
,1090206,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCn1c(=O)c2sc3ccccc3c2c2ccccc21,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL142064,,CHEMBL142064,5.85,False,http://www.openphacts.org/units/Nanomolar,270504,=,1,True,=,,IC50,nM,,1400.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,1.4
,1095827,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCNC(=O)c1ccc2c(c1)sc1c(O)nc3ccccc3c12,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL141533,,CHEMBL141533,5.18,False,http://www.openphacts.org/units/Nanomolar,270511,=,1,True,=,,IC50,nM,,6600.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,6.6
,1101473,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)CCCn1c(=O)c2sc3cc(C(=O)Nc4ccccc4)ccc3c2c2ccccc21,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL336688,,CHEMBL336688,6.0,False,http://www.openphacts.org/units/Nanomolar,270507,=,1,True,=,,IC50,nM,,1000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,1.0
,1102619,[],CHEMBL873367,In vitro inhibitory effect on growth of human MIAPaCa-2 tumor cell line,F,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc2c(c1)sc1c(=O)n(CCCN(C)C)c3ccccc3c12,,,CHEMBL1145126,J. Med. Chem.,2003.0,,CHEMBL141921,,CHEMBL141921,5.96,False,http://www.openphacts.org/units/Nanomolar,270506,=,1,True,=,,IC50,nM,,1100.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,1.1
,1108515,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2cnc3c(Cl)ncnc32)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL88616,,CHEMBL88616,4.22,False,http://www.openphacts.org/units/Nanomolar,164235,=,1,True,=,,IC50,nM,,60000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,60.0
,1109608,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2cc(Br)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL328116,,CHEMBL328116,4.1,False,http://www.openphacts.org/units/Nanomolar,164225,=,1,True,=,,IC50,nM,,80000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,80.0
,1114495,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2cc(Cl)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL88434,,CHEMBL88434,4.4,False,http://www.openphacts.org/units/Nanomolar,164231,=,1,True,=,,IC50,nM,,40000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,40.0
,1115655,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2ccc(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL91024,,CHEMBL91024,4.52,False,http://www.openphacts.org/units/Nanomolar,164227,=,1,True,=,,IC50,nM,,30000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,30.0
,1120371,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2cc(C(F)(F)F)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL92041,,CHEMBL92041,4.52,False,http://www.openphacts.org/units/Nanomolar,164230,=,1,True,=,,IC50,nM,,30000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,30.0
,1126458,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C/Cn2cnc3ncnc(Cl)c32)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL419504,,CHEMBL419504,4.4,False,http://www.openphacts.org/units/Nanomolar,164226,=,1,True,=,,IC50,nM,,40000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,40.0
,1132244,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2cnc3c(-n4cccc4)ncnc32)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL315331,,CHEMBL315331,,False,http://www.openphacts.org/units/Nanomolar,164234,>,1,True,>,,IC50,nM,,100000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,100.0
,1133473,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2cc(F)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL327570,,CHEMBL327570,4.4,False,http://www.openphacts.org/units/Nanomolar,164224,=,1,True,=,,IC50,nM,,40000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,40.0
,1133490,[],CHEMBL714149,The compound was tested for growth inhibitory activity against MiaPaCa2 tumor cell lines,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C1O/C(=C\Cn2cc(I)c(=O)[nH]c2=O)C(OCc2ccccc2)=C1OCc1ccccc1,,,CHEMBL1132303,J. Med. Chem.,1999.0,,CHEMBL90871,,CHEMBL90871,4.1,False,http://www.openphacts.org/units/Nanomolar,164236,=,1,True,=,,IC50,nM,,80000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,80.0
,1276335,[],CHEMBL760437,"In vitro growth inhibition of human tumor cell line, PACA2",F,,,BAO_0000190,BAO_0000219,cell-based format,NC(CCCCNP(=O)(OCc1ccc([N+](=O)[O-])o1)N(CCCl)CCCl)C(=O)O,,,CHEMBL1134465,J. Med. Chem.,2001.0,,CHEMBL159380,,CHEMBL159380,5.62,False,http://www.openphacts.org/units/Nanomolar,319615,=,1,True,=,,IC50,nM,,2400.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,2.4
,1276342,[],CHEMBL760437,"In vitro growth inhibition of human tumor cell line, PACA2",F,,,BAO_0000190,BAO_0000219,cell-based format,CCCNP(=O)(OCc1ccc([N+](=O)[O-])o1)N(CCCl)CCCl,,,CHEMBL1134465,J. Med. Chem.,2001.0,,CHEMBL351001,,CHEMBL351001,6.35,False,http://www.openphacts.org/units/Nanomolar,319614,=,1,True,=,,IC50,nM,,450.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.45
,1292959,[],CHEMBL760437,"In vitro growth inhibition of human tumor cell line, PACA2",F,,,BAO_0000190,BAO_0000219,cell-based format,NP(=O)(OCc1ccc([N+](=O)[O-])o1)N(CCBr)CCBr,,,CHEMBL1134465,J. Med. Chem.,2001.0,,CHEMBL72793,,CHEMBL72793,6.8,False,http://www.openphacts.org/units/Nanomolar,319612,=,1,True,=,,IC50,nM,,160.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.16
,1294413,[],CHEMBL760437,"In vitro growth inhibition of human tumor cell line, PACA2",F,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(O)c2nc(CNc3ccc(C(=O)NC(CCCCNP(=O)(OCc4ccc([N+](=O)[O-])o4)N(CCBr)CCBr)C(=O)O)cc3)cnc2n1,,,CHEMBL1134465,J. Med. Chem.,2001.0,,CHEMBL351028,,CHEMBL351028,4.8,False,http://www.openphacts.org/units/Nanomolar,319611,=,1,True,=,,IC50,nM,,16000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,16.0
,1301340,[],CHEMBL760437,"In vitro growth inhibition of human tumor cell line, PACA2",F,,,BAO_0000190,BAO_0000219,cell-based format,NP(=O)(OCc1ccc([N+](=O)[O-])o1)N(CCCl)CCCl,,,CHEMBL1134465,J. Med. Chem.,2001.0,,CHEMBL351590,,CHEMBL351590,6.89,False,http://www.openphacts.org/units/Nanomolar,319613,=,1,True,=,,IC50,nM,,130.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,0.13
,1408285,[],CHEMBL833254,Inhibition of pancreatic carcinoma cell line (MiaPaCa-2) growth,F,,,BAO_0000190,BAO_0000219,cell-based format,CCC(C)C(NC(=O)n1nnc2ccccc21)C(=O)NCc1ccccc1,,,CHEMBL1141177,J. Med. Chem.,2005.0,,CHEMBL175669,,CHEMBL175669,,False,http://www.openphacts.org/units/Nanomolar,361760,>,1,True,>,,IC50,nM,,100000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,100.0
,1408300,[],CHEMBL833254,Inhibition of pancreatic carcinoma cell line (MiaPaCa-2) growth,F,,,BAO_0000190,BAO_0000219,cell-based format,CCC(C)C(NC(=O)n1nnc2ccccc21)C(=O)NC(c1ccccc1)c1ccccc1,,,CHEMBL1141177,J. Med. Chem.,2005.0,,CHEMBL361755,,CHEMBL361755,4.16,False,http://www.openphacts.org/units/Nanomolar,361765,=,1,True,=,,IC50,nM,,69300.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,69.3
,1408401,[],CHEMBL833254,Inhibition of pancreatic carcinoma cell line (MiaPaCa-2) growth,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC1CCCC1)C(Cc1ccccc1)NC(=O)n1nnc2ccccc21,,,CHEMBL1141177,J. Med. Chem.,2005.0,,CHEMBL175994,,CHEMBL175994,,False,http://www.openphacts.org/units/Nanomolar,361771,>,1,True,>,,IC50,nM,,100000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,100.0
,1408416,[],CHEMBL833254,Inhibition of pancreatic carcinoma cell line (MiaPaCa-2) growth,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NC1CCCCC1)C(Cc1ccccc1)NC(=O)n1nnc2ccccc21,,,CHEMBL1141177,J. Med. Chem.,2005.0,,CHEMBL366597,,CHEMBL366597,,False,http://www.openphacts.org/units/Nanomolar,361777,>=,1,True,>=,,IC50,nM,,100000.0,CHEMBL614725,Homo sapiens,MIA PaCa-2,9606,,,IC50,uM,UO_0000065,,100.0
