molecule_chembl_id,canonical_smiles,pIC50,bioactivity_class,target_chembl_ID
CHEMBL2170090,COc1ncc(Nc2ncc(C(C)(C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3907354,CNc1noc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc12,5.0,inactive,CHEMBL2842
CHEMBL2165011,COc1ccc(Nc2ncc(CN3CCC(O)CC3)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3972495,CC(C)n1nc(-c2ccc3c(NC4CC4)noc3c2)c2c(N)ncnc21,5.0,inactive,CHEMBL2842
CHEMBL3646551,Cc1nc(N)nc(-c2cccnc2Nc2ccc(F)c(F)c2)n1,5.0,inactive,CHEMBL2842
CHEMBL3646459,COc1ccc(Nc2nc(OC)ncc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3646502,COc1ccc(Nc2ncc(-c3ccccn3)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3646613,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc3ccncc3c2)n1,5.0,inactive,CHEMBL2842
CHEMBL3823212,Cc1ccc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)cc1,5.0,inactive,CHEMBL2842
CHEMBL3646530,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2cnc3c(c2)ncn3C)n1,5.0,inactive,CHEMBL2842
CHEMBL2206920,COc1ncc(Nc2ncc(Cl)cc2-c2nc(C)nc(N)n2)cc1NS(C)(=O)=O,5.0,inactive,CHEMBL2842
CHEMBL2165050,COc1ccc(Nc2nccnc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL4213775,CCN1CCN(c2ccc(-c3nn(CC4CCCC4)c4nc(NC)ncc34)cn2)CC1,5.0,inactive,CHEMBL2842
CHEMBL3646509,CC(=O)Nc1ccc(Nc2ncccc2-c2nc(C)nc3[nH]cnc23)cc1Cl,5.0,inactive,CHEMBL2842
CHEMBL2165021,COc1ccc(Nc2nccnc2-c2cc(N)nc(C)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3646495,Cc1nc(N)nc(-c2cccnc2Nc2ccc3oc(C)nc3c2)n1,5.0,inactive,CHEMBL2842
CHEMBL4540508,O=c1oc2ccccc2c2nn(CN3CCN(S(=O)(=O)c4ccc(Br)cc4)CC3)cc12,5.0,inactive,CHEMBL2842
CHEMBL3646506,COc1ncc(Nc2ncc(C(=O)N3CCC(O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL2170083,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3112866,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)cc(=O)[nH]1,5.0,inactive,CHEMBL2842
CHEMBL2064346,O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccc4)cccc3[nH]2)[nH]1,5.0,inactive,CHEMBL2842
CHEMBL2170082,COc1ncc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3975796,COC(=O)Nc1noc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc12,5.0,inactive,CHEMBL2842
CHEMBL3646528,COc1ccc(Nc2ncc(CN3CCSCC3)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3646560,COCCOc1ccc(-c2nc(C)nc(N)n2)c(Nc2cnc(OC)c(F)c2)n1,5.0,inactive,CHEMBL2842
CHEMBL3646465,COc1ccc(Nc2nc(-c3ccc(F)cc3)ncc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3622372,C[C@@H]1COCCN1c1cc(=O)n2c(n1)N(Cc1cncc(Cl)c1)[C@H](C(F)(F)F)CC2,5.0,inactive,CHEMBL2842
CHEMBL4218369,CNc1ncc2c(-c3ccc(N4CCN(C)CC4)nc3)nn(Cc3cn(Cc4ccccc4)nn3)c2n1,5.0,inactive,CHEMBL2842
CHEMBL3358285,Cc1nc(N)nc(-c2cc(C(C)(C)O)cnc2Nc2cncc(S(C)(=O)=O)c2)n1,5.0,inactive,CHEMBL2842
CHEMBL3646470,COc1ncc(Nc2ncc(CN3CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3646529,COc1ccc(Nc2ncc(CN3CC[S+]([O-])CC3)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL2170086,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3646605,COc1cc(Nc2ncc(CN3CCN(S(C)(=O)=O)C[C@@H]3C)cc2-c2nc(C)nc(N)n2)cnc1Cl,5.0,inactive,CHEMBL2842
CHEMBL2165009,COc1ccc(Nc2ncc(CN3CCCCC3)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL4204515,CNc1ncc2c(-c3ccc(N4CCN(C(=O)C(C)(C)C)CC4)nc3)nn(CC3CCCC3)c2n1,5.0,inactive,CHEMBL2842
CHEMBL3958537,CC(=O)Nc1nc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2o1,5.0,inactive,CHEMBL2842
CHEMBL3646624,COc1ncc(Nc2ncc(C(C)(C)O)cc2-c2cc(N)nc(C)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3326099,CCN(CC)CCCNc1nc(-c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2)nc2ccsc12,5.0,inactive,CHEMBL2842
CHEMBL2064341,O=c1cc(N2CCOCC2)nc(Cc2nc3cc(F)ccc3n2C2CC2)[nH]1,5.0,inactive,CHEMBL2842
CHEMBL3646518,Cc1nc(N)nc(-c2cccnc2Nc2ccc(NC(=O)Nc3cccc(F)c3)nc2)n1,5.0,inactive,CHEMBL2842
CHEMBL3646454,Cc1nc(-c2cnccc2Nc2cccc3[nH]ncc23)c2nc[nH]c2n1,5.0,inactive,CHEMBL2842
CHEMBL2165007,COc1ccc(Nc2ncc(Cc3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3646428,COc1ccc(Nc2ncc(CNc3ccncc3)cc2-c2nc(C)nc3[nH]cnc23)cn1,5.0,inactive,CHEMBL2842
CHEMBL2170094,Cc1nc(N)nc(-c2cc(CN3CCN(S(C)(=O)=O)CC3)cnc2Nc2ccc(C(F)(F)F)nc2)n1,5.0,inactive,CHEMBL2842
CHEMBL3643930,COc1ccc(CN(Cc2ccc(OC)cc2)c2nc(C)nc(Cl)n2)cc1.COc1ccc(CNc2nc(C)nc(Cl)n2)cc1.Cc1nc(Cl)nc(Cl)n1.Clc1nc(Cl)nc(Cl)n1,5.0,inactive,CHEMBL2842
CHEMBL2170087,COc1ncc(Nc2ncc([C@H](C)N3CCN(S(C)(=O)=O)C[C@H]3C)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3646455,COc1ccc(Nc2ccncc2-c2nc(C)nc3[nH]cnc23)cn1,5.0,inactive,CHEMBL2842
CHEMBL3643933,Cc1nc(-c2cc(Br)cnc2Nc2cccc3[nH]ncc23)c2nc[nH]c2n1,5.0,inactive,CHEMBL2842
CHEMBL2170081,COc1ncc(Nc2ncc([C@@H](C)N3CCN(S(C)(=O)=O)CC3)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL2165022,COc1ccc(Nc2ncc(Cl)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3646522,COCCOc1ccc(NC(=O)Nc2ccc(Nc3ncc(Cl)cc3-c3nc(C)nc(N)n3)cn2)cc1,5.0,inactive,CHEMBL2842
CHEMBL3646484,COc1ccc(Nc2ncc(C(C)c3ccc(S(C)(=O)=O)cc3)cc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3649469,Cc1nc(N)nc(-c2cccnc2Nc2cnc(C)c(NS(C)(=O)=O)c2)n1,5.0,inactive,CHEMBL2842
CHEMBL3646627,COc1ncc(Nc2ncc(C(C)O)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL2165025,COc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,5.0,inactive,CHEMBL2842
CHEMBL3646622,COc1ncc(Nc2ncc(C3=CCOCC3)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL3646626,COc1ncc(Nc2ncc(C(O)C(C)(C)O)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL2165049,COc1ccc(Nc2ncncc2-c2nc(C)nc(N)n2)cn1,5.0,inactive,CHEMBL2842
CHEMBL3643938,C=Cc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc3[nH]cnc23)c1,5.0,inactive,CHEMBL2842
CHEMBL3646589,COc1ncc(Nc2ncc(C(C)NC(C)C)cc2-c2nc(C)nc(N)n2)cc1F,5.0,inactive,CHEMBL2842
CHEMBL592747,OCc1cccc(-c2nc(N3CCOCC3)c3ncn(CC4CCN(Cc5ccccc5)CC4)c3n2)c1,4.978810700930062,inactive,CHEMBL2842
CHEMBL3972478,O=c1[nH]c2cnc3ccc(-c4ccc(OCCCN5CCCCC5)nc4)cc3c2n1C1CCOCC1,4.9746941347352305,inactive,CHEMBL2842
CHEMBL3929864,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,4.966576244513051,inactive,CHEMBL2842
CHEMBL3357871,COc1ncc(Nc2ncc([C@H](C)CO)cc2-c2nc(C)nc(N)n2)cc1F,4.9546770212133415,inactive,CHEMBL2842
CHEMBL4115552,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(NCCCN6CCCCC6)nc5)cc4c32)C1,4.920818753952375,inactive,CHEMBL2842
CHEMBL3932835,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2COC2)c(=O)n4C)c(F)n1,4.91721462968355,inactive,CHEMBL2842
CHEMBL3946340,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,4.906578314837764,inactive,CHEMBL2842
CHEMBL3899194,Cn1c(=O)n(C2COC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,4.906578314837764,inactive,CHEMBL2842
CHEMBL3355480,C[C@@H]1COCCN1c1nc(-c2nncc3[nH]ccc23)cc2c1ncn2C,4.886056647693163,inactive,CHEMBL2842
CHEMBL3898577,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,4.863279432843592,inactive,CHEMBL2842
CHEMBL4210320,CS(=O)(=O)Cc1cc(-c2cnc(N)cc2C(F)(F)F)nc(N2CCOCC2)n1,4.854492828590337,inactive,CHEMBL2842
CHEMBL3986918,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n(C3CCOCC3)c(=O)n2C)cn1,4.853871964321762,inactive,CHEMBL2842
CHEMBL3643928,CCOc1ccc(Nc2ncccc2-c2nc(C)nc(N)n2)cn1,4.8464900106991635,inactive,CHEMBL2842
CHEMBL3357870,COc1ncc(Nc2ncc([C@@H](C)CO)cc2-c2nc(C)nc(N)n2)cc1F,4.823908740944318,inactive,CHEMBL2842
CHEMBL3357864,COc1ncc(Nc2ncc(CO)cc2-c2nc(C)nc(N)n2)cc1F,4.823908740944318,inactive,CHEMBL2842
CHEMBL3590219,CN(C)CC(=O)N1CCC(n2cc(-c3cnc(N)c(-n4nnc5ccccc54)n3)cn2)CC1,4.823908740944318,inactive,CHEMBL2842
CHEMBL3360203,COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1,4.823908740944318,inactive,CHEMBL2842
CHEMBL3923162,CO[C@@H]1CC[C@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,4.8181564120552265,inactive,CHEMBL2842
CHEMBL3357877,CCc1cc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cnc1OC,4.801342913045578,inactive,CHEMBL2842
CHEMBL3407721,N#Cc1cccc(Cn2cc(/C=N/Nc3nc(N4CCOCC4)nc(N4CCOCC4)n3)c3ccccc32)c1,4.779368980551908,inactive,CHEMBL2842
CHEMBL3950905,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,4.772113295386326,inactive,CHEMBL2842
CHEMBL3895211,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,4.7569619513137065,inactive,CHEMBL2842
CHEMBL3643918,Nc1ccc(Nc2ncccc2-c2ncnc3[nH]cnc23)cn1,4.755772374267091,inactive,CHEMBL2842
CHEMBL3890119,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)c(F)cc3ncc21,4.739928612014925,inactive,CHEMBL2842
CHEMBL4218854,CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,4.721246399047171,inactive,CHEMBL2842
CHEMBL3932205,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,4.709965388637482,inactive,CHEMBL2842
CHEMBL3113391,Cn1ncc2c(Nc3ccc(NC(=O)c4ccco4)cc3)ncnc21,4.690369832574102,inactive,CHEMBL2842
CHEMBL3590222,CN(C)CC(=O)N1CCC(c2nc(-c3cnc(N)c(-n4nnc5ccccc54)n3)n(C)n2)CC1,4.6777807052660805,inactive,CHEMBL2842
CHEMBL3957991,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n(C3COC3)c(=O)n2C)cn1,4.671620396561262,inactive,CHEMBL2842
CHEMBL3891448,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3CCCOC3)c(=O)n2C)c(F)n1,4.638272163982408,inactive,CHEMBL2842
CHEMBL3358284,COc1ncc(Nc2ncc(C(C)(C)O)cc2-c2nc(C)nc(N)n2)cc1C(C)C,4.6020599913279625,inactive,CHEMBL2842
CHEMBL3357865,COc1ncc(Nc2ncc([C@@H](C)O)cc2-c2nc(C)nc(N)n2)cc1F,4.6020599913279625,inactive,CHEMBL2842
CHEMBL3357866,COc1ncc(Nc2ncc([C@H](C)O)cc2-c2nc(C)nc(N)n2)cc1F,4.6020599913279625,inactive,CHEMBL2842
CHEMBL4072637,CNC(=O)c1nc(-c2nc(-c3cnc4ccccn34)c(C)nc2N)n(C)n1,4.537602002101044,inactive,CHEMBL2842
CHEMBL3946515,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,4.533132379645892,inactive,CHEMBL2842
CHEMBL3972724,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,4.5228787452803365,inactive,CHEMBL2842
CHEMBL4114446,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,4.5228787452803365,inactive,CHEMBL2842
CHEMBL566895,COc1cc(/C=N/Nc2nc(N3CCOCC3)nc(N3CCOCC3)n2)cc(OC)c1OC,4.5228787452803365,inactive,CHEMBL2842
CHEMBL4110808,CO[C@H]1CC[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,4.5228787452803365,inactive,CHEMBL2842
CHEMBL2088442,Fc1cccc(Cn2cc(/C=N/Nc3nc(N4CCOCC4)c4sccc4n3)c3ccccc32)c1,4.5228787452803365,inactive,CHEMBL2842
CHEMBL3113392,N=C1/C(=C\c2ccc3c(c2)OCO3)C(=O)N=C2SC(c3cccnc3)=NN12,4.492144128304169,inactive,CHEMBL2842
CHEMBL4060768,O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,4.376750709602098,inactive,CHEMBL2842
CHEMBL2165053,Cc1nc(N)nc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3649447,O=S(=O)(Nc1cc(-c2cnc3ncccn23)cnc1Cl)c1ccc(F)cc1,4.301029995663981,inactive,CHEMBL2842
CHEMBL2165040,c1cnc(Nc2cccc3n[nH]cc23)c(-c2ncnc3nc[nH]c23)c1,4.301029995663981,inactive,CHEMBL2842
CHEMBL2165035,Cc1nc(N)c(F)c(-c2cccnc2Nc2cccc3[nH]ncc23)n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3643919,c1cnc(Nc2cccc3[nH]ccc23)c(-c2ncnc3[nH]cnc23)c1,4.301029995663981,inactive,CHEMBL2842
CHEMBL2165271,Cc1nc(N)cc(-c2cccnc2Nc2cccc3[nH]ncc23)n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3643936,COc1ccc(COCc2cnc(Nc3cccc4[nH]ccc34)c(-c3nc(C)nc4[nH]cnc34)c2)cc1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3643927,Cc1cnc(Nc2cccc3[nH]ncc23)c(-c2nc(C)nc(N)n2)c1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3649476,Cc1nc(N)cc(-c2cnccc2Nc2cccc3[nH]ccc23)n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3646452,Cc1nc(N)cc(-c2cnccc2Nc2cccc3[nH]ncc23)n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL2165036,Nc1cc(-c2cccnc2Nc2cccc3[nH]ncc23)nc(C(F)(F)F)n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3649443,COc1cc(-c2cnc3ccccn23)cnc1OC,4.301029995663981,inactive,CHEMBL2842
CHEMBL3799831,CN(C)C(=O)c1cc(CN2CCOc3c(F)cccc32)c2oc(N3CCOCC3)cc(=O)c2c1,4.301029995663981,inactive,CHEMBL2842
CHEMBL2165024,COc1ccc(Nc2ncc(C)cc2-c2nc(C)nc(N)n2)cn1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3646453,CC(=O)Nc1cc(-c2cnccc2Nc2cccc3[nH]ccc23)nc(C)n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL2165042,Cc1nc(-c2cccnc2Nc2cccc3n[nH]cc23)c2c[nH]nc2n1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3643921,Cc1cnc(Nc2cccnc2)c(-c2nc(C)nc(N)n2)c1,4.301029995663981,inactive,CHEMBL2842
CHEMBL3113389,CNS(=O)(=O)c1cc(-c2nnc(Nc3ccc(OCC(N)=O)cc3)c3ccccc23)ccc1C,4.282329496997739,inactive,CHEMBL2842
CHEMBL1539483,c1ccc(-c2c(-c3ccccc3)n(Cc3ccco3)c3ncnc(NCCCn4ccnc4)c23)cc1,4.266802734893431,inactive,CHEMBL2842
CHEMBL3113388,COc1ccc(CCNC(=O)c2sc3nc(-c4ccccc4)cc(-c4ccccc4)c3c2N)cc1OC,4.239577516576788,inactive,CHEMBL2842
CHEMBL1234815,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,4.0,inactive,CHEMBL2842
CHEMBL4276946,CC(=O)n1nc(C)c(-c2ccc(Cl)c(Cl)c2)c1N,4.0,inactive,CHEMBL2842
CHEMBL4100862,FC(F)(F)c1cc(Cl)ncc1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,2.9586073148417746,inactive,CHEMBL2842
CHEMBL3823268,COc1cc(P(C)(C)=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(N)=O)n1,9.958607314841776,active,CHEMBL1957
CHEMBL3652826,COc1cc(OCCN2CCCC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.744727494896694,active,CHEMBL1957
CHEMBL3656563,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2C,9.721246399047173,active,CHEMBL1957
CHEMBL3656576,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.721246399047173,active,CHEMBL1957
CHEMBL3656637,COCCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2ccc(Cl)cc2)CC3)n1,9.69897000433602,active,CHEMBL1957
CHEMBL3656635,CC(=O)N1CCC(n2cc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3sccc3Cl)CC4)cn2)CC1,9.69897000433602,active,CHEMBL1957
CHEMBL3661006,CCOc1cc(N2CCN(C(C)C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,9.585026652029182,active,CHEMBL1957
CHEMBL3660916,COc1cc(C(=O)N[C@H]2CC[C@H](N3CCOCC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.568636235841012,active,CHEMBL1957
CHEMBL3660996,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1sccc1Cl)CC2,9.522878745280336,active,CHEMBL1957
CHEMBL476259,CCCN1CCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)CC1,9.522878745280336,active,CHEMBL1957
CHEMBL3656608,COc1ccc(-c2c3c(nn2C)CCc2cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc2-3)c(Cl)c1,9.522878745280336,active,CHEMBL1957
CHEMBL3639555,Cn1cc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2Cl)CC3)cn1,9.522878745280336,active,CHEMBL1957
CHEMBL3656638,CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2C)CC3)n1,9.522878745280336,active,CHEMBL1957
CHEMBL3661005,CCOc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,9.508638306165727,active,CHEMBL1957
CHEMBL509032,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,9.455931955649724,active,CHEMBL1957
CHEMBL3823256,COc1cc(P(C)(C)=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(C)(=O)=O)n1,9.397940008672037,active,CHEMBL1957
CHEMBL3656639,Cn1nc2c(c1-c1sccc1Cl)-c1nc(Nc3ccccc3)ncc1CC2,9.397940008672037,active,CHEMBL1957
CHEMBL3656641,COc1ccc(-c2c3c(nn2C)CCc2cnc(Nc4cnn(C5CCN(C(C)=O)CC5)c4)nc2-3)cc1,9.397940008672037,active,CHEMBL1957
CHEMBL3656609,COc1ccc(-c2c3c(nn2C)CCc2cnc(Nc4ccc(C(=O)NC5CCN(C)CC5)cc4OC)nc2-3)c(Cl)c1,9.397940008672037,active,CHEMBL1957
CHEMBL3660997,COc1cc(C(=O)NC2CCN(C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1Cl)CC2,9.397940008672037,active,CHEMBL1957
CHEMBL477069,CCCN1CCCC(c2ccc(Nc3nc(Nc4cc(F)ccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,9.397940008672037,active,CHEMBL1957
CHEMBL3656640,CN(C)C1CCN(CCn2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3)CC4)n2)CC1,9.397940008672037,active,CHEMBL1957
CHEMBL3661004,CCOc1cc(N2CCN(C3CCOCC3)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,9.366531544420411,active,CHEMBL1957
CHEMBL3824326,COc1cc(P(C)(C)=O)ccc1Nc1ncc(Cl)c(Nc2ccccc2C(C)=O)n1,9.327902142064282,active,CHEMBL1957
CHEMBL475073,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cc(F)c(F)cc2C(N)=O)c2cc[nH]c2n1,9.30102999566398,active,CHEMBL1957
CHEMBL3656606,COc1ccc(-c2c3c(nn2C)CCc2cnc(Nc4ccc(OCCN5CCCC5)cc4OC)nc2-3)c(Cl)c1,9.30102999566398,active,CHEMBL1957
CHEMBL3656643,CC(=O)N1CCC(n2cc(Nc3ncc4c(n3)-c3c(nn(C)c3Cc3ccccc3C)CC4)cn2)CC1,9.30102999566398,active,CHEMBL1957
CHEMBL3656642,CN(C)CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2Cl)CC3)n1,9.30102999566398,active,CHEMBL1957
CHEMBL3661009,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1cccc(Cl)c1)CC2,9.30102999566398,active,CHEMBL1957
CHEMBL3660915,COc1cc(C(=O)NC2CCN(CCO)CC2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1-c1ccccc1Cl)CC2,9.267606240177033,active,CHEMBL1957
CHEMBL3660954,CCOc1cc(C(=O)NC2CN(C)C2)ccc1Nc1ncc2c(n1)-c1c(nn(C)c1Cc1ccccc1)CC2,9.244125144327509,active,CHEMBL1957
CHEMBL514868,CCCN1CCC=C(c2ccc(Nc3nc(Nc4ccccc4C(N)=O)c4cc[nH]c4n3)c(OC)c2)C1,9.221848749616356,active,CHEMBL1957
CHEMBL3656645,COCCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2Cl)CC3)n1,9.221848749616356,active,CHEMBL1957
CHEMBL3656632,Cn1nc2c(c1-c1ccccc1)-c1nc(Nc3ccn(CCN4CCN(CCO)CC4)n3)ncc1CC2,9.221848749616356,active,CHEMBL1957
CHEMBL3656644,CC(=O)N1CCC(n2cc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3sccc3C)CC4)cn2)CC1,9.221848749616356,active,CHEMBL1957
CHEMBL3656647,Cn1nc2c(c1-c1ccccc1)-c1nc(Nc3ccn(CCN4CCNCC4)n3)ncc1CC2,9.221848749616356,active,CHEMBL1957
CHEMBL3656633,COCCN1CCN(CCn2ccc(Nc3ncc4c(n3)-c3c(nn(C)c3-c3ccccc3)CC4)n2)CC1,9.221848749616356,active,CHEMBL1957
CHEMBL3656646,CCn1ccc(Nc2ncc3c(n2)-c2c(nn(C)c2-c2sccc2Cl)CC3)n1,9.221848749616356,active,CHEMBL1957
CHEMBL3037909,CCOc1cc(-c2ccccc2)nc2cc(-c3nc([C@H]4C[C@@](C)(O)C4)n4ccnc(N)c34)ccc12,9.221848749616356,active,CHEMBL1957
