molecule_chembl_id,canonical_smiles
CHEMBL3670201,CCc1ncnc(N2CCC(O)(C(C)C)CC2)c1C#Cc1ccc(N)nc1
CHEMBL573171,COC(=O)N1CCC(n2ncc3c(N4CCOC(C)C4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1
CHEMBL575576,CCNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL583874,COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1
CHEMBL3645908,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3701053,Cc1nccc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3648882,CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ncon4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645927,CCc1ncnc(-c2ccc(C(=O)N3CCn4ccnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645906,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645971,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645960,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645858,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(NC)nc1
CHEMBL577743,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN5CCN(C)CC5)cc4)cc3)nc21
CHEMBL3645827,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C4CCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL577966,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N5CCN(C)CC5)nc4)cc3)nc21
CHEMBL1097902,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)Nc1ncc[nH]1
CHEMBL1098246,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCCC6)cc5)cc4)nc32)CC1
CHEMBL1095933,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC(C)(C)C)CC4)c3n2)cc1
CHEMBL3645828,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCCS(C)(=O)=O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645915,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645820,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCC[C@@H]4C3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3641006,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCS(=O)(=O)C4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3577908,COc1ncc(-c2ccc3nccc(-c4ccncc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
CHEMBL3645976,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCOCCO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3653639,Cc1nc([C@H]2COC(=O)N2c2ccn3ncc(-c4ccc(-c5nc[nH]n5)c(F)c4)c3n2)ccc1F
CHEMBL1097901,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1)Nc1cccnc1
CHEMBL570635,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OCCN(C)C)cc4)cc3)nc21
CHEMBL3645918,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL1098306,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1
CHEMBL1098247,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CCN6CCN(C)CC6)cc5)cc4)nc32)CC1
CHEMBL3643264,CCc1ncnc(-c2ccc(C(=O)N3CC(O)CO3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645931,CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCn4ccnc4C3)c(F)c2)cn1
CHEMBL3641018,CCc1ncnc(-c2ccc(C(=O)N3CCNC(=O)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL540695,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1
CHEMBL3641016,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3653615,O=C1OC[C@H](c2ccc(F)c(F)c2)N1c1ccn2ncc(-c3ccc(-c4nc[nH]n4)c(F)c3)c2n1
CHEMBL3645866,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCN4CCC[C@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL567607,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1
CHEMBL3645825,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC4(CC3)COC4)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3641005,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645826,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645823,CCc1ncnc(-c2cc(F)c(C(=O)N3CCn4cnnc4C3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL570870,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(N(C)CCN(C)C)cc4)cc3)nc21
CHEMBL567694,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(NC)nc4)cc3)nc21
CHEMBL3645783,CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(C)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645979,CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643220,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CC4CC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643224,CCc1ncnc(-c2cc(F)c(C(=O)N3CCCC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL269732,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
CHEMBL3645909,CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(C(C)(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645925,CCc1ncnc(-c2ccc(C(=O)N3CCn4c(C)cnc4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3641002,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645814,CCc1ncnc(-c2ccc(C(=O)N3CCN4CCC[C@@H]4C3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643189,CCc1ncnc(-c2ccc(C(=O)N(C)C3CCS(=O)(=O)C3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643080,CCc1ncnc(-c2ccc(C(=O)N3CCC(O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3701063,Cc1nccc(-c2ccc(C(=O)N(C)C)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645905,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643087,CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3798574,CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2cncnc21
CHEMBL3643062,CCc1ncnc(-c2ccc(C(=O)N3CCN(CCOC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1
CHEMBL3641003,CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2Cl)CC1
CHEMBL3643061,CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1
CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1
CHEMBL3640979,CCc1ncnc(-c2ccc(C(=O)N(C)CCCO)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL576305,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OCCN5CCOCC5)nc4)cc3)nc21
CHEMBL3641008,CCc1ncnc(-c2ccc(C(=O)N(C)CCO)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643176,CCc1ncnc(-c2ccc(C(=O)N3CC[C@H](O)C3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL572932,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL590105,O=C(Nc1ccc(-c2nc(C3=CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1
CHEMBL3109141,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3ncccc3n2)cc1)Nc1cccc(CO)c1
CHEMBL3670158,CCc1ncnc(N2CCC(O)(C(F)(F)F)CC2)c1C#Cc1ccc(N)nc1
CHEMBL564404,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)OCCO)cc4)nc32)CC1
CHEMBL3643071,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(F)F)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643187,CCc1ncnc(-c2ccc(C(=O)NCC3(C)COC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL590104,O=C(NCCF)Nc1ccc(-c2nc(C3=CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL3701087,CCc1nccc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643069,CCc1ncnc(-c2ccc(C(=O)N3CCNC(=O)C3)c(OC)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645972,CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C(C)CO)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643227,CCc1ncnc(-c2cc(F)c(C(=O)N3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3648889,CCc1ncnc(-c2ccc(C(=O)N3CCN(CC(C)(C)O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3643262,CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
CHEMBL3645961,CCc1ncnc(-c2ccc(C(=O)N3CCc4ncccc4C3)c(F)c2)c1C#Cc1ccc(N)nc1
CHEMBL3968925,COc1ncc(-c2ccc3nccc(-c4ccc(Cn5cncn5)cc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
CHEMBL562439,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)N(C)C)CC4)c3n2)cc1
CHEMBL601895,O=C(Nc1ccc(-c2nc(C3=CCOCC3)c3sccc3n2)cc1)Nc1cccnc1
CHEMBL585206,CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(CN(C)C)cc4)cc3)nc21
CHEMBL3645872,CCc1ncnc(-c2cc(Cl)c(C(=O)N3CCC(C(C)O)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1
