activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,1609237,[],CHEMBL871635,Inhibitory concentration against Vascular endothelial growth factor receptor 3 with 4 uM Biotin-Ahx-AEEEYFFLFA-amide for 1 hr at ambient temperature with 1 mM ATP at pH 7.5,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1sc2ncnc(N)c2c1-c1ccc(NC(=O)Nc2cc(C(F)(F)F)ccc2F)cc1,,,CHEMBL1141091,J. Med. Chem.,2005.0,"{'bei': '15.30', 'le': '0.30', 'lle': '1.01', 'sei': '7.60'}",CHEMBL381207,,CHEMBL381207,7.06,False,http://www.openphacts.org/units/Nanomolar,402774,=,1,True,=,,IC50,nM,,87.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,87.0
,1697187,[],CHEMBL869541,Inhibition of FLT4 using 1.0 mM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,,,CHEMBL1146058,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL383541,,CHEMBL383541,,True,http://www.openphacts.org/units/Nanomolar,443175,>,1,True,>,,IC50,nM,,50000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,50000.0
,1697188,[],CHEMBL869541,Inhibition of FLT4 using 1.0 mM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1146058,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.51', 'le': '0.28', 'lle': '2.89', 'sei': '10.42'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,7.24,True,http://www.openphacts.org/units/Nanomolar,443210,=,1,True,=,,IC50,nM,,58.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,58.0
,1704945,[],CHEMBL864428,Inhibition of FLt4 at 1.0 mM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,,,CHEMBL1146102,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL383541,,CHEMBL383541,,False,http://www.openphacts.org/units/Nanomolar,450017,>,1,True,>,,IC50,nM,,50000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,50000.0
,1704973,[],CHEMBL864428,Inhibition of FLt4 at 1.0 mM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1146102,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '15.51', 'le': '0.28', 'lle': '2.89', 'sei': '10.42'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,7.24,False,http://www.openphacts.org/units/Nanomolar,450064,=,1,True,=,,IC50,nM,,58.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,58.0
,1704974,[],CHEMBL864428,Inhibition of FLt4 at 1.0 mM ATP,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H](COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12,,,CHEMBL1146102,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL383264,,CHEMBL383264,,False,http://www.openphacts.org/units/Nanomolar,450062,>,1,True,>,,IC50,nM,,50000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,50000.0
,1752797,[],CHEMBL866109,Inhibition of FLT4 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,c1cn(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)cn1,,,CHEMBL1145317,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '21.27', 'le': '0.40', 'lle': '2.82', 'sei': '14.56'}",CHEMBL212084,,CHEMBL212084,6.77,False,http://www.openphacts.org/units/Nanomolar,529666,=,1,True,=,,IC50,nM,,169.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,169.0
,1752979,[],CHEMBL866109,Inhibition of FLT4 by HTRF assay,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc3c(c2)-c2[nH]nc(-c4ccsc4)c2C3)CC1,,,CHEMBL1145317,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '16.56', 'le': '0.32', 'lle': '2.34', 'sei': '16.51'}",CHEMBL213743,,CHEMBL213743,5.8,False,http://www.openphacts.org/units/Nanomolar,529650,=,1,True,=,,IC50,nM,,1573.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,1573.0
,1753629,[],CHEMBL864252,Inhibition of FLT4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,,,CHEMBL1145310,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '18.17', 'le': '0.35', 'lle': '2.74', 'sei': '6.77'}",CHEMBL262433,,CHEMBL262433,7.17,False,http://www.openphacts.org/units/Nanomolar,528269,=,1,True,=,,IC50,nM,,68.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,0.068
,1753645,[],CHEMBL864252,Inhibition of FLT4,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2snc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,,CHEMBL1145310,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '17.03', 'le': '0.34', 'lle': '2.50', 'sei': '7.22'}",CHEMBL214258,,CHEMBL214258,7.64,False,http://www.openphacts.org/units/Nanomolar,528268,=,1,True,=,,IC50,nM,,23.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,0.023
,1753649,[],CHEMBL864252,Inhibition of FLT4,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2snc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12,,,CHEMBL1145310,Bioorg. Med. Chem. Lett.,2006.0,,CHEMBL213504,,CHEMBL213504,,False,http://www.openphacts.org/units/Nanomolar,528260,<,1,True,<,,IC50,nM,,3.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,0.003
,1753653,[],CHEMBL864252,Inhibition of FLT4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1,,,CHEMBL1145310,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '22.31', 'le': '0.42', 'lle': '4.11', 'sei': '7.94'}",CHEMBL376951,,CHEMBL376951,8.4,False,http://www.openphacts.org/units/Nanomolar,528255,=,1,True,=,,IC50,nM,,4.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,0.004
,1753657,[],CHEMBL864252,Inhibition of FLT4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)c1,,,CHEMBL1145310,Bioorg. Med. Chem. Lett.,2006.0,"{'bei': '21.00', 'le': '0.40', 'lle': '3.00', 'sei': '8.49'}",CHEMBL196363,,CHEMBL196363,7.89,False,http://www.openphacts.org/units/Nanomolar,528272,=,1,True,=,,IC50,nM,,13.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,0.013000000000000001
,1779358,[],CHEMBL854968,Inhibition of FLT4 by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,,,CHEMBL1137334,J. Med. Chem.,2006.0,,CHEMBL217090,,CHEMBL217090,,False,http://www.openphacts.org/units/Nanomolar,592896,>,1,True,>,,IC50,nM,,10000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,10.0
,1779380,[],CHEMBL854968,Inhibition of FLT4 by ELISA,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,,,CHEMBL1137334,J. Med. Chem.,2006.0,,CHEMBL217092,SARACATINIB,CHEMBL217092,,False,http://www.openphacts.org/units/Nanomolar,592914,>,1,True,>,,IC50,nM,,10000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,10.0
,1781992,[],CHEMBL911842,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,,,CHEMBL1137365,J. Med. Chem.,2006.0,"{'bei': '14.31', 'le': '0.27', 'lle': '4.15', 'sei': '7.24'}",CHEMBL402548,DANUSERTIB,CHEMBL402548,6.79,False,http://www.openphacts.org/units/Nanomolar,600232,=,1,True,=,,IC50,nM,,161.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,0.161
,1790441,[],CHEMBL912729,Inhibition of human VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,,,CHEMBL1137241,J. Med. Chem.,2006.0,"{'bei': '21.94', 'le': '0.40', 'lle': '5.54', 'sei': '9.26'}",CHEMBL201511,MALEIMIDE,CHEMBL201511,8.3,True,http://www.openphacts.org/units/Nanomolar,614588,=,1,True,=,,IC50,nM,,5.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,M,UO_0000065,,5e-09
,1826431,[],CHEMBL919909,Inhibition of FLT4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,,,CHEMBL1142982,J. Med. Chem.,2007.0,"{'bei': '17.90', 'le': '0.33', 'lle': '1.82', 'sei': '7.01'}",CHEMBL223360,LINIFANIB,CHEMBL223360,6.72,True,http://www.openphacts.org/units/Nanomolar,628037,=,1,True,=,,IC50,nM,,190.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,190.0
,1849889,[],CHEMBL914194,Inhibition of Flt4,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccccc5)c4)n[nH]c2-3)CC1,,,CHEMBL1147155,J. Med. Chem.,2007.0,"{'bei': '17.73', 'le': '0.33', 'lle': '3.63', 'sei': '19.20'}",CHEMBL390156,,CHEMBL390156,8.52,False,http://www.openphacts.org/units/Nanomolar,635493,=,1,True,=,,IC50,nM,,3.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,3.0
,1849901,[],CHEMBL914194,Inhibition of Flt4,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOCC#Cc1cc(-c2n[nH]c3c2Cc2ccc(Cn4cncn4)cc2-3)cs1,,,CHEMBL1147155,J. Med. Chem.,2007.0,"{'bei': '19.46', 'le': '0.37', 'lle': '5.04', 'sei': '10.79'}",CHEMBL223971,,CHEMBL223971,8.4,False,http://www.openphacts.org/units/Nanomolar,635537,=,1,True,=,,IC50,nM,,4.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,4.0
,1965883,[],CHEMBL897424,Inhibition of human VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(NCCCN1CCCC1=O)c1cnccc1Nc1nc(-c2cc(Br)ccc2F)nc2nccnc12,,,CHEMBL1148862,Bioorg. Med. Chem. Lett.,2007.0,"{'bei': '12.22', 'le': '0.26', 'lle': '3.04', 'sei': '5.49'}",CHEMBL234655,,CHEMBL234655,6.91,False,http://www.openphacts.org/units/Nanomolar,657267,=,1,True,=,,IC50,nM,,123.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,123.0
,2019929,[],CHEMBL903332,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,CCOc1cccc2c1c(/C=C1\C(=O)NN=C1c1snnc1C)cn2C,,,CHEMBL1139105,Bioorg. Med. Chem. Lett.,2007.0,"{'bei': '21.22', 'le': '0.41', 'lle': '5.15', 'sei': '9.58'}",CHEMBL398610,,CHEMBL398610,7.8,False,http://www.openphacts.org/units/Nanomolar,670952,=,1,True,=,,IC50,nM,,16.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,16.0
,2021696,[],CHEMBL903572,Inhibition of human VGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,,CHEMBL1139135,Bioorg. Med. Chem. Lett.,2007.0,"{'bei': '18.82', 'le': '0.36', 'lle': '2.85', 'sei': '7.66'}",CHEMBL247228,GW770249X,CHEMBL247228,8.12,False,http://www.openphacts.org/units/Nanomolar,671742,=,1,True,=,,IC50,nM,,7.586,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Log IC50,,UO_0000065,,-8.12
,2029942,[],CHEMBL886320,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)c1ccc(-n2ncc3c2-c2ccccc2NC(=O)C3)cc1,,,CHEMBL1139946,Eur. J. Med. Chem.,2007.0,,CHEMBL398877,,CHEMBL398877,,False,http://www.openphacts.org/units/Nanomolar,673967,<,1,True,<,,IC50,nM,,10000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,uM,UO_0000065,,10.0
,2081992,[],CHEMBL929892,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,CO/N=C(\C)c1ccc2c(c1)c1c3c(c4c(c1n2CC(C)C)CCc1nn(C)cc1-4)C(=O)NC3,,,CHEMBL1141537,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '17.56', 'le': '0.32', 'lle': '3.44', 'sei': '10.89'}",CHEMBL258015,,CHEMBL258015,8.0,False,http://www.openphacts.org/units/Nanomolar,690154,=,1,True,=,,IC50,nM,,10.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,10.0
,2121173,[],CHEMBL934132,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccc(Cl)cc5)cccc4c3)c2cc1OC,,,CHEMBL1144685,J. Med. Chem.,2008.0,"{'bei': '17.94', 'le': '0.34', 'lle': '1.60', 'sei': '12.48'}",CHEMBL429743,,CHEMBL429743,8.7,False,http://www.openphacts.org/units/Nanomolar,706542,=,1,True,=,,IC50,nM,,2.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,2.0
,2136889,[],CHEMBL939342,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,N#CCCc1ccc2c(c1)-c1[nH]c3ccc([N+](=O)[O-])cc3c1CC(=O)N2,,,CHEMBL1145498,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '17.32', 'le': '0.32', 'lle': '2.31', 'sei': '5.37'}",CHEMBL260138,ALSTERPAULLONE 2,CHEMBL260138,6.0,False,http://www.openphacts.org/units/Nanomolar,705140,=,1,True,=,,IC50,nM,,1000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,Log IC50,,UO_0000065,,-6.0
,2136933,[],CHEMBL939342,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,,,CHEMBL1145498,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '21.94', 'le': '0.40', 'lle': '5.54', 'sei': '9.26'}",CHEMBL201511,MALEIMIDE,CHEMBL201511,8.3,True,http://www.openphacts.org/units/Nanomolar,705170,=,1,True,=,,IC50,nM,,5.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,5.0
,2137114,[],CHEMBL939342,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl,,,CHEMBL1145498,Proc. Natl. Acad. Sci. U.S.A.,2007.0,"{'bei': '16.56', 'le': '0.33', 'lle': '2.28', 'sei': '7.30'}",CHEMBL406381,KRN-633,CHEMBL406381,6.9,False,http://www.openphacts.org/units/Nanomolar,705210,=,1,True,=,,IC50,nM,,125.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,125.0
,2238315,[],CHEMBL976282,Inhibition of Flt4,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)ncnc21,,,CHEMBL1139396,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '16.34', 'le': '0.31', 'lle': '1.76', 'sei': '9.38'}",CHEMBL488840,,CHEMBL488840,6.82,False,http://www.openphacts.org/units/Nanomolar,721656,=,1,True,=,,IC50,nM,,151.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,151.0
,2238323,[],CHEMBL976290,Inhibition of Flt3,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(C)c1/C=C/n1cnc2c(Nc3ccc(P(C)(C)=O)cc3)ncnc21,,,CHEMBL1139396,Bioorg. Med. Chem. Lett.,2008.0,,CHEMBL488840,,CHEMBL488840,,False,http://www.openphacts.org/units/Nanomolar,721656,>,1,True,>,,IC50,nM,,1000.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,1000.0
,2240269,[],CHEMBL973567,Inhibition of Flt4 by radiometric assay,B,,,BAO_0000190,BAO_0000357,single protein format,CS(=O)(=O)O.O=C(Nc1cccc(Cl)c1)Nc1ncc(CCN=c2[nH]cnc3ccsc23)s1,,,CHEMBL1156726,Bioorg. Med. Chem. Lett.,2008.0,"{'bei': '18.22', 'le': '0.38', 'lle': '3.33', 'sei': '8.26'}",CHEMBL518051,,CHEMBL482767,7.85,False,http://www.openphacts.org/units/Nanomolar,723686,=,1,True,=,,IC50,nM,,14.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,14.0
,2250296,[],CHEMBL1011004,Inhibition of VEGFR3,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,,,CHEMBL1139379,J. Med. Chem.,2009.0,"{'bei': '21.72', 'le': '0.40', 'lle': '5.98', 'sei': '9.06'}",CHEMBL522892,DOVITINIB,CHEMBL522892,8.52,False,http://www.openphacts.org/units/Nanomolar,776850,=,1,True,=,,IC50,nM,,3.0,CHEMBL1955,Homo sapiens,Vascular endothelial growth factor receptor 3,9606,,,IC50,nM,UO_0000065,,3.0
